6.009	46.418	355.342346191
6.018	46.418	522.274902344
6.027	46.418	687.79486084
6.036	46.418	849.589477539
6.045	46.418	1004.03527832
6.054	46.418	1146.23266602
6.063	46.418	1270.14929199
6.072	46.418	1368.99060059
6.081	46.418	1436.03466797
6.09	46.418	1466.28222656
6.099	46.418	1458.92492676
6.108	46.418	1418.18286133
6.117	46.418	1344.39831543
6.126	46.418	1209.89160156
6.135	46.418	1017.86932373
6.144	46.418	835.922668457
6.153	46.418	714.361877441
6.162	46.418	635.784118652
6.171	46.418	586.639892578
6.18	46.418	555.809143066
6.189	46.418	532.594055176
6.198	46.418	510.718383789
6.207	46.418	491.994873047
6.216	46.418	475.771148682
6.225	46.418	465.985137939
6.234	46.418	457.567443848
6.243	46.418	438.6171875
6.252	46.418	423.76751709
6.261	46.418	417.162536621
6.27	46.418	411.864593506
6.279	46.418	404.242340088
6.288	46.418	383.743988037
6.297	46.418	373.377197266
6.306	46.418	370.486022949
6.315	46.418	369.913909912
6.324	46.418	369.889892578
6.333	46.418	369.94128418
6.342	46.418	369.976135254
6.351	46.418	369.991882324
6.36	46.418	369.997711182
6.369	46.418	369.999542236
6.378	46.418	369.999969482
6.387	46.418	370.000061035
6.396	46.418	370.000091553
6.405	46.418	370.000183105
6.414	46.418	370.000549316
6.423	46.418	370.001190186
6.432	46.418	370.001831055
6.441	46.418	369.999633789
6.45	46.418	369.982421875
6.459	46.418	369.908203125
6.468	46.418	369.656066895
6.477	46.418	368.936950684
6.486	46.418	367.259368896
6.495	46.418	364.587219238
6.504	46.418	362.85269165
6.513	46.418	363.062530518
6.522	46.418	363.911254883
6.531	46.418	365.180969238
6.54	46.418	365.960388184
6.549	46.418	364.981170654
6.558	46.418	361.560333252
6.567	46.418	355.218475342
6.576	46.418	346.508636475
6.585	46.418	336.95690918
6.594	46.418	328.324676514
6.603	46.418	321.66104126
6.612	46.418	315.63494873
6.621	46.418	309.565368652
6.63	46.418	304.294311523
6.639	46.418	301.023010254
6.648	46.418	297.39175415
6.657	46.418	289.570770264
6.666	46.418	275.400787354
6.675	46.418	254.877929688
6.684	46.418	221.296386719
6.693	46.418	179.006454468
6.702	46.418	131.644760132
6.711	46.418	102.699821472
6.72	46.418	68.9258804321
6.729	46.418	58.6265640259
6.738	46.418	80.8873901367
6.747	46.418	146.82975769
6.756	46.418	226.699279785
6.765	46.418	291.13861084
6.774	46.418	332.72555542
6.783	46.418	354.208221436
6.792	46.418	364.153442383
6.801	46.418	368.440856934
6.81	46.418	369.942199707
6.819	46.418	370.731231689
6.828	46.418	371.24508667
6.837	46.418	371.085144043
6.846	46.418	370.672454834
6.855	46.418	370.353637695
6.864	46.418	369.960449219
6.873	46.418	369.578308105
6.882	46.418	369.204864502
6.891	46.418	368.565093994
6.9	46.418	367.859802246
6.909	46.418	369.057159424
6.918	46.418	381.163024902
6.927	46.418	435.177581787
6.936	46.418	595.652404785
6.945	46.418	740.506408691
6.954	46.418	696.163757324
6.963	46.418	664.944946289
6.972	46.418	805.593078613
6.981	46.418	1130.58032227
6.99	46.418	1503.17822266
6.999	46.418	1665.63415527
7.008	46.418	1535.34997559
7.017	46.418	1364.93200684
7.026	46.418	1310.43164062
7.035	46.418	1361.68896484
7.044	46.418	1336.27270508
7.053	46.418	1380.49523926
7.062	46.418	1461.98022461
7.071	46.418	1525.86791992
7.08	46.418	1641.99121094
7.089	46.418	1619.16064453
7.098	46.418	1471.3359375
7.107	46.418	1453.09875488
7.116	46.418	1567.1751709
7.125	46.418	1649.45935059
7.134	46.418	1651.33032227
7.143	46.418	1531.1875
7.152	46.418	1362.47619629
7.161	46.418	1578.55578613
